run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99823,6323.0,1.0,6068.0,6160.0,545.0,247706.0,224.0,145.0,255.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99839,5751.0,1.0,5751.0,5750.0,577.0,258215.0,239.0,239.0,0.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99940,5944.0,1.0,5944.0,5944.0,580.0,263404.0,100.0,100.0,0.0,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99996,6658.0,1.0,6658.0,6658.0,650.0,319827.0,437.0,437.0,0.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99880,7443.0,1.0,6070.0,6695.0,613.0,281547.0,799.0,280.0,1373.0,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99979,6765.0,1.0,6732.5,6726.0,654.0,332950.0,404.0,368.0,32.5,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99991,8114.0,1.0,7566.5,7536.0,582.0,310497.0,136.0,136.0,547.5,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99982,7478.0,1.0,7457.0,7436.0,567.0,308290.0,326.0,326.0,21.0,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99934,6387.0,1.0,6387.0,6387.0,577.0,287029.0,80.0,80.0,0.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99926,5924.0,1.0,5924.0,5869.0,651.0,295201.0,225.0,225.0,0.0,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99856,7053.0,1.0,7071.5,6980.0,578.0,299518.0,48.0,48.0,18.5,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99921,6306.0,1.0,6306.0,6306.0,690.0,339247.0,188.0,188.0,0.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99928,6867.0,1.0,6867.0,6867.0,575.0,298352.0,403.0,403.0,0.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99850,6603.0,1.0,6603.0,6603.0,580.0,288350.0,297.0,297.0,0.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99887,6058.0,1.0,6095.0,6058.0,681.0,312566.0,265.0,265.0,37.0,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99872,6156.0,1.0,6156.0,6156.0,650.0,301138.0,185.0,185.0,0.0,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99898,6746.0,1.0,6746.0,6744.0,560.0,282744.0,180.0,180.0,0.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99876,6557.0,1.0,6557.0,6557.0,549.0,263009.0,198.0,198.0,0.0,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99853,6860.0,0.0,6404.0,6325.0,654.0,323086.0,159.0,159.0,456.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99895,6479.0,1.0,6479.0,6479.0,615.0,308785.0,172.0,172.0,0.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99933,7455.0,1.0,7268.5,7323.0,616.0,317088.0,270.0,276.0,186.5,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99987,6787.0,1.0,6787.0,6753.0,656.0,334014.0,154.0,154.0,0.0,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99837,6815.0,1.0,6815.0,6815.0,546.0,279570.0,353.0,353.0,0.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99983,6935.0,1.0,6935.0,6935.0,520.0,269292.0,228.0,228.0,0.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99937,6425.0,1.0,6425.0,6425.0,575.0,287859.0,325.0,325.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99975,5922.0,1.0,5922.0,5922.0,683.0,329851.0,222.0,222.0,0.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99865,6324.0,1.0,6173.5,6168.0,655.0,301234.0,244.0,323.0,150.5,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99853,8115.0,0.0,7009.0,7118.0,546.0,265086.0,185.0,61.0,1106.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99808,6600.0,1.0,6600.0,6600.0,447.0,216742.0,313.0,313.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99988,6480.0,1.0,6458.5,6417.0,577.0,282514.0,313.0,313.0,21.5,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99853,6970.0,0.0,6028.0,5801.0,655.0,293728.0,196.0,208.0,942.0,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99891,5632.0,1.0,5632.0,5632.0,581.0,255667.0,237.0,237.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99933,6441.0,1.0,6441.0,6441.0,618.0,296697.0,176.0,176.0,0.0,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99861,5777.0,1.0,5723.5,5765.0,654.0,292679.0,82.0,82.0,53.5,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99903,7322.0,1.0,7097.0,7132.0,653.0,350246.0,402.0,349.0,225.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99866,6595.0,1.0,6489.0,6488.0,546.0,268228.0,262.0,262.0,106.0,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99911,7256.0,1.0,7256.0,7256.0,547.0,291093.0,322.0,322.0,0.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99862,6050.0,1.0,6050.0,6029.0,605.0,284433.0,407.0,407.0,0.0,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99890,7831.0,1.0,7832.0,7757.0,564.0,317442.0,132.0,132.0,1.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99851,6403.0,1.0,6448.5,6403.0,614.0,297759.0,284.0,284.0,45.5,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99899,7510.0,1.0,7510.0,7510.0,517.0,285511.0,419.0,419.0,0.0,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99829,6174.0,1.0,6174.0,6146.0,545.0,253516.0,444.0,444.0,0.0,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99867,6618.0,1.0,6618.0,6618.0,580.0,280897.0,254.0,254.0,0.0,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99990,5747.0,1.0,5747.0,5747.0,618.0,276423.0,156.0,156.0,0.0,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99914,5575.0,1.0,5575.0,5575.0,578.0,254271.0,332.0,332.0,0.0,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99849,6428.0,1.0,6428.0,6403.0,572.0,283194.0,228.0,228.0,0.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99974,5990.0,1.0,5990.0,5990.0,640.0,299290.0,339.0,339.0,0.0,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99978,5932.0,1.0,5932.0,5910.0,514.0,235400.0,391.0,391.0,0.0,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99942,6329.0,1.0,6329.0,6237.0,652.0,322679.0,295.0,295.0,0.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99875,6450.0,1.0,6450.0,6440.0,610.0,295524.0,281.0,281.0,0.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99971,7187.0,1.0,7140.0,7139.0,613.0,323605.0,155.0,155.0,47.0,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99833,6803.0,1.0,6803.0,6718.0,519.0,268189.0,206.0,206.0,0.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99941,6319.0,1.0,6302.5,6156.0,565.0,262396.0,465.0,415.0,16.5,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99872,6598.0,1.0,6508.0,6486.0,613.0,306157.0,293.0,293.0,90.0,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99856,6154.0,1.0,6154.0,6154.0,581.0,268839.0,157.0,157.0,0.0,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99845,7631.0,1.0,7631.0,7631.0,492.0,270667.0,328.0,328.0,0.0,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,99949,6063.0,1.0,6063.0,6063.0,548.0,251344.0,199.0,199.0,0.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99979,6160.0,1.0,6145.0,6141.0,651.0,312442.0,237.0,237.0,15.0,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99941,6367.0,1.0,6367.0,6341.0,578.0,284875.0,201.0,201.0,0.0,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99975,6138.0,0.0,6126.5,6110.0,596.0,286738.0,229.0,229.0,11.5,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99946,6323.0,0.0,6049.5,6011.0,604.0,273081.0,310.0,313.0,273.5,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99780,5472.0,1.0,5472.0,5472.0,695.0,303456.0,305.0,305.0,0.0,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99850,7692.0,1.0,7130.5,7344.0,648.0,335728.0,313.0,272.0,561.5,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99978,6262.0,1.0,6262.0,6262.0,549.0,257819.0,139.0,139.0,0.0,1.0,1.0
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99994,6739.0,0.0,6677.0,6635.0,593.0,296396.0,259.0,259.0,62.0,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99912,7220.0,1.0,7274.0,7220.0,548.0,293308.0,235.0,235.0,54.0,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99859,6488.0,1.0,6437.5,6389.0,613.0,299880.0,300.0,300.0,50.5,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99929,6998.0,0.0,6723.0,6672.0,652.0,320687.0,182.0,199.0,275.0,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99949,6225.0,1.0,6225.0,6171.0,578.0,272883.0,155.0,155.0,0.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99921,6469.0,1.0,6545.5,6469.0,613.0,288281.0,418.0,418.0,76.5,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99885,6861.0,1.0,6572.5,6621.0,575.0,276367.0,338.0,302.0,288.5,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99994,7075.0,0.0,6477.5,6661.0,651.0,327008.0,276.0,225.0,597.5,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99897,7476.0,0.0,6664.5,6939.0,611.0,295711.0,208.0,247.0,811.5,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99977,6467.0,0.0,5794.5,5794.0,652.0,289545.0,48.0,48.0,672.5,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99857,6799.0,0.0,6353.0,6530.0,639.0,312648.0,117.0,110.0,446.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99927,7060.0,1.0,7060.0,7060.0,633.0,324692.0,290.0,290.0,0.0,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99923,6315.0,1.0,6315.0,6279.0,645.0,312339.0,297.0,297.0,0.0,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99937,5669.0,1.0,5669.0,5669.0,696.0,319363.0,304.0,304.0,0.0,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99967,6059.0,1.0,6059.0,6059.0,687.0,314309.0,243.0,243.0,0.0,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99936,6982.0,0.0,6954.5,6948.0,616.0,315849.0,222.0,222.0,27.5,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99838,6667.0,1.0,6667.0,6633.0,577.0,288771.0,199.0,199.0,0.0,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99883,6544.0,1.0,6544.0,6544.0,538.0,261274.0,294.0,294.0,0.0,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99896,6796.0,1.0,6796.0,6796.0,580.0,296267.0,279.0,279.0,0.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99914,6290.0,1.0,6290.0,6290.0,642.0,308389.0,65.0,65.0,0.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99860,6987.0,1.0,6987.0,6987.0,611.0,310459.0,377.0,377.0,0.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99970,6904.0,1.0,6534.0,6447.0,610.0,298155.0,271.0,271.0,370.0,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99985,6627.0,1.0,6627.0,6627.0,576.0,289756.0,127.0,127.0,0.0,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99852,6331.0,1.0,6331.0,6331.0,516.0,247989.0,287.0,287.0,0.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99985,7060.0,0.0,6967.5,6986.0,613.0,318907.0,428.0,368.0,92.5,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99887,6551.0,0.0,6430.0,6398.0,544.0,263176.0,342.0,373.0,121.0,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99912,6517.0,0.0,6325.5,6297.0,616.0,293344.0,317.0,318.0,191.5,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99840,6506.0,1.0,6506.0,6477.0,576.0,284513.0,139.0,139.0,0.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99890,5276.0,1.0,5276.0,5256.0,697.0,300170.0,239.0,239.0,0.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99980,8589.0,0.0,7525.5,7641.0,611.0,326834.0,281.0,154.0,1063.5,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99977,6859.0,1.0,6591.0,6761.0,615.0,301378.0,357.0,347.0,268.0,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99855,9567.0,1.0,6821.5,7548.0,654.0,314242.0,415.0,543.0,2745.5,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99997,6688.0,1.0,6688.0,6688.0,607.0,307280.0,303.0,303.0,0.0,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99880,6700.0,1.0,6367.0,6447.0,548.0,254038.0,158.0,185.0,333.0,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99958,6331.0,1.0,6331.0,6331.0,570.0,280406.0,245.0,245.0,0.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99908,6072.0,1.0,6072.0,5882.0,523.0,238187.0,332.0,332.0,0.0,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99951,5999.0,1.0,5999.0,5995.0,545.0,247294.0,209.0,209.0,0.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99851,5771.0,1.0,5655.0,5647.0,574.0,256553.0,279.0,303.0,116.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99988,6195.0,1.0,6028.5,5923.0,580.0,263634.0,239.0,239.0,166.5,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99936,6407.0,1.0,6407.0,6401.0,648.0,318451.0,456.0,456.0,0.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99846,5874.0,1.0,5874.0,5874.0,613.0,281502.0,357.0,357.0,0.0,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99961,6575.0,1.0,6607.0,6498.0,650.0,330907.0,332.0,346.0,32.0,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99991,7417.0,1.0,7417.0,7417.0,576.0,307568.0,175.0,175.0,0.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99928,7585.0,1.0,7585.0,7585.0,553.0,300567.0,344.0,344.0,0.0,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99971,6425.0,1.0,6425.0,6402.0,578.0,286678.0,80.0,80.0,0.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99988,5583.0,1.0,5557.5,5532.0,653.0,296238.0,310.0,310.0,25.5,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99939,6929.0,1.0,6929.0,6929.0,576.0,298477.0,166.0,166.0,0.0,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99996,6541.0,1.0,6541.0,6541.0,681.0,335482.0,307.0,307.0,0.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99924,6991.0,1.0,6991.0,6976.0,571.0,295797.0,319.0,319.0,0.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99866,6719.0,1.0,6719.0,6719.0,572.0,283946.0,275.0,275.0,0.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99994,6156.0,1.0,6013.0,5967.0,687.0,314644.0,224.0,224.0,143.0,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99970,6412.0,0.0,6114.5,6267.0,649.0,301645.0,86.0,89.0,297.5,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99998,6554.0,1.0,6554.0,6554.0,571.0,289478.0,238.0,238.0,0.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99962,6483.0,1.0,6427.0,6421.0,548.0,262845.0,188.0,188.0,56.0,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99965,6689.0,1.0,6514.0,6521.0,653.0,322436.0,114.0,114.0,175.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99908,6833.0,0.0,6661.0,6582.0,607.0,304988.0,286.0,160.0,172.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99849,7284.0,1.0,7002.0,6982.0,597.0,307737.0,223.0,223.0,282.0,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99984,7007.0,1.0,6867.0,6816.0,635.0,323817.0,205.0,205.0,140.0,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99981,6742.0,1.0,6787.5,6742.0,544.0,278716.0,177.0,173.0,45.5,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99859,8101.0,0.0,7345.0,7451.0,518.0,268310.0,456.0,279.0,756.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99912,6514.0,1.0,6514.0,6514.0,577.0,288355.0,343.0,343.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99946,6280.0,0.0,6240.0,6203.0,665.0,323443.0,229.0,229.0,40.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99908,5996.0,1.0,5996.0,5996.0,653.0,301635.0,283.0,283.0,0.0,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99994,6599.0,1.0,6581.0,6521.0,547.0,265301.0,167.0,167.0,18.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99714,6504.0,1.0,6504.0,6476.0,447.0,216036.0,363.0,363.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99866,6491.0,1.0,6491.0,6491.0,576.0,281590.0,376.0,376.0,0.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99914,5731.0,1.0,5710.5,5620.0,654.0,293198.0,207.0,207.0,20.5,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99883,5400.0,1.0,5400.0,5400.0,583.0,256001.0,161.0,161.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99938,6217.0,1.0,6270.5,6193.0,615.0,295663.0,406.0,406.0,53.5,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99879,5613.0,1.0,5613.0,5613.0,651.0,291429.0,70.0,70.0,0.0,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99911,7130.0,1.0,7130.0,7068.0,649.0,347105.0,343.0,343.0,0.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2500.0,DSA_ASY,0.7,99949,6296.0,1.0,6296.0,6296.0,571.0,277785.0,280.0,280.0,0.0,1.0,1.0
